Contig	Start	End	ID	Name	Product	females_depth	females_depth_corr	females_depth_coding	females_depth_coding_corr	females_depth_noncoding	females_depth_noncoding_corr	males_depth	males_depth_corr	males_depth_coding	males_depth_coding_corr	males_depth_noncoding	males_depth_noncoding_corr	females_snps	females_snps_coding	females_snps_noncoding	males_snps	males_snps_coding	males_snps_noncoding
1843	383433	474605	FUN_033324	IL16		62	61	38	37	66	65	60	60	38	38	64	64	13	0	13	1	0	1
1843	505511	505587	FUN_033327			67	66	0	0	0	0	61	61	0	0	0	0	0	0	0	0	0	0
1845	112969	168525	FUN_033331	NDUFV1		63	62	74	73	62	61	60	60	68	68	60	60	2	0	2	1	0	1
1845	185574	206835	FUN_033332			68	67	77	76	65	64	68	68	78	78	66	66	0	0	0	0	0	0
317	1355104	1407305	FUN_004326	PEX3		68	67	72	71	68	67	67	67	69	69	67	67	4	0	4	0	0	0
2342	355336	355579	FUN_043741			65	64	65	64	0	0	72	72	72	72	0	0	0	0	0	0	0	0
1845	211383	212650	FUN_033333			73	72	71	70	74	73	80	80	70	70	82	82	0	0	0	0	0	0
1896	355680	380616	FUN_034221			91	90	75	74	92	91	90	90	74	74	92	92	0	0	0	1	0	1
2020	629930	631591	FUN_037112			68	67	68	67	68	67	70	70	61	61	72	72	0	0	0	0	0	0
1845	342665	517933	FUN_033337	DYRK4		57	56	70	69	57	56	55	55	67	67	55	55	23	0	23	13	0	13
2347	10279852	10281187	FUN_044577			77	76	77	76	76	75	84	84	83	83	92	92	0	0	0	0	0	0
1845	617236	617544	FUN_033339			85	84	85	84	0	0	81	81	80	80	0	0	0	0	0	0	0	0
1845	788984	828928	FUN_033346	TSEN34		71	70	48	47	72	71	68	68	47	47	69	69	0	0	0	0	0	0
1070	287191	391002	FUN_018578			67	66	72	71	67	66	65	65	69	69	65	65	3	0	3	11	0	11
1910	839481	844149	FUN_034657			69	68	48	47	71	70	69	69	44	44	70	70	0	0	0	0	0	0
2125	559280	559347	FUN_039079			78	77	0	0	0	0	75	75	0	0	0	0	0	0	0	0	0	0
1441	1829446	1838576	FUN_026185			69	68	82	81	68	67	67	67	82	82	66	66	0	0	0	0	0	0
1845	887606	888397	FUN_033347			75	74	75	74	0	0	73	73	73	73	0	0	0	0	0	0	0	0
1846	7527	8574	FUN_033348			60	59	54	53	79	78	61	61	59	59	68	68	0	0	0	0	0	0
2096	496386	496476	FUN_038704			59	58	0	0	0	0	76	76	0	0	0	0	0	0	0	0	0	0
1849	29097	29169	FUN_033351			51	50	0	0	0	0	48	48	0	0	0	0	0	0	0	0	0	0
1849	38916	42577	FUN_033352			78	77	78	77	78	77	72	72	68	68	72	72	0	0	0	0	0	0
1849	219471	312449	FUN_033357			50	49	69	68	50	49	49	49	67	67	49	49	3	0	3	0	0	0
1888	755031	756625	FUN_034027			67	66	65	64	68	67	66	66	66	66	66	66	0	0	0	0	0	0
1849	244959	270371	FUN_046820			69	68	78	77	68	67	68	68	78	78	68	68	0	0	0	5	0	5
1849	371280	371352	FUN_033362			56	55	0	0	0	0	62	62	0	0	0	0	0	0	0	0	0	0
770	411932	414265	FUN_013638			61	60	78	77	50	49	57	57	67	67	49	49	0	0	0	0	0	0
1849	546684	548434	FUN_033364			49	48	51	50	48	47	48	48	52	52	46	46	0	0	0	0	0	0
1849	585286	585514	FUN_033366			39	38	39	38	0	0	42	42	41	41	0	0	0	0	0	0	0	0
1849	638645	642741	FUN_033369			72	71	80	79	69	68	65	65	73	73	62	62	0	0	0	0	0	0
1849	716020	716622	FUN_033370			76	75	76	75	0	0	76	76	76	76	0	0	0	0	0	0	0	0
1849	717936	720887	FUN_033371			15	14	15	14	0	0	14	14	14	14	0	0	0	0	0	0	0	0
1903	3576554	3596059	FUN_034543			17	16	46	45	16	15	17	17	42	42	16	16	1	0	1	4	0	4
1202	1600301	1600974	FUN_021205			79	78	76	75	87	86	88	88	82	82	101	101	0	0	0	0	0	0
1849	731408	802563	FUN_033372	wht-7		66	65	38	37	68	67	64	64	37	37	66	66	12	0	12	0	0	0
1849	836431	840814	FUN_033374			69	68	53	52	70	69	71	71	56	56	71	71	0	0	0	0	0	0
365	901821	927528	FUN_005331			63	62	68	67	62	61	63	63	68	68	63	63	3	0	3	0	0	0
1851	5859	5935	FUN_033377			80	79	0	0	0	0	65	65	0	0	0	0	0	0	0	0	0	0
1599	85319	86418	FUN_028881			0	0	0	0	0	0	10	10	10	10	9	9	0	0	0	0	0	0
1851	87665	133422	FUN_033381	COPG1		69	68	74	73	69	68	68	68	71	71	68	68	3	0	3	0	0	0
1854	474168	474241	FUN_033432			71	70	0	0	0	0	71	71	0	0	0	0	0	0	0	0	0	0
1851	197739	200921	FUN_033384			76	75	90	89	74	73	74	74	88	88	72	72	0	0	0	0	0	0
2178	178904	180087	FUN_040076	DMBT1_8		85	84	82	81	86	85	78	78	72	72	81	81	0	0	0	0	0	0
1851	271867	271933	FUN_033388			77	76	0	0	0	0	91	91	0	0	0	0	0	0	0	0	0	0
1851	279093	279153	FUN_033390			71	70	0	0	0	0	72	72	0	0	0	0	0	0	0	0	0	0
1851	401715	415263	FUN_033396			64	63	77	76	63	62	67	67	72	72	67	67	3	0	3	1	0	1
1523	2347373	2347714	FUN_027577			68	67	67	66	0	0	68	68	68	68	0	0	0	0	0	0	0	0
2071	1670	3620	FUN_037956			2	1	3	2	0	0	11	11	11	11	10	10	6	6	0	0	0	0
1851	415851	417183	FUN_033397			72	71	67	66	75	74	63	63	52	52	71	71	0	0	0	0	0	0
1851	469687	523958	FUN_033399			69	68	75	74	68	67	68	68	70	70	67	67	7	0	7	0	0	0
1851	526880	526952	FUN_033400			76	75	0	0	0	0	74	74	0	0	0	0	0	0	0	0	0	0
1851	556080	556287	FUN_033402			66	65	67	66	54	53	53	53	54	54	35	35	0	0	0	0	0	0
1851	648229	658848	FUN_033407			59	58	59	58	59	58	61	61	62	62	61	61	0	0	0	0	0	0
1851	680529	685616	FUN_033408			65	64	70	69	64	63	64	64	74	74	63	63	0	0	0	0	0	0
1933	709990	710272	FUN_035303			31	30	31	30	0	0	29	29	29	29	0	0	0	0	0	0	0	0
1851	697631	708195	FUN_033409	ABCA3_3		52	51	76	75	50	49	48	48	67	67	46	46	0	0	0	0	0	0
1853	50872	55007	FUN_033412			46	45	27	26	75	74	51	51	29	29	85	85	2	2	0	1	1	0
1853	103459	161829	FUN_033415	KREMEN1_1		66	65	64	63	66	65	66	66	67	67	66	66	11	0	11	0	0	0
1853	186602	216862	FUN_033416	KREMEN1_2		63	62	58	57	63	62	62	62	57	57	63	63	0	0	0	3	0	3
1853	256802	258910	FUN_033418			69	68	82	81	61	60	63	63	76	76	56	56	0	0	0	0	0	0
284	60077	60238	FUN_003761			63	62	63	62	0	0	52	52	52	52	0	0	0	0	0	0	0	0
2132	2052562	2070548	FUN_039299	DUSP11_1		68	67	68	67	68	67	69	69	72	72	69	69	1	0	1	1	0	1
490	291243	291881	FUN_007591			41	40	41	40	0	0	30	30	30	30	0	0	0	0	0	0	0	0
1853	261130	264559	FUN_033420			64	63	80	79	61	60	66	66	83	83	62	62	0	0	0	0	0	0
1853	264882	266525	FUN_033421			65	64	66	65	65	64	75	75	74	74	76	76	0	0	0	0	0	0
2146	604618	619603	FUN_039504	RPS13		71	70	77	76	71	70	71	71	69	69	71	71	0	0	0	0	0	0
1853	274604	274843	FUN_033422			76	75	75	74	0	0	53	53	53	53	0	0	0	0	0	0	0	0
1466	271926	271998	FUN_026696			81	80	0	0	0	0	64	64	0	0	0	0	0	0	0	0	0	0
1853	301092	375465	FUN_033424			58	57	76	75	57	56	52	52	72	72	51	51	0	0	0	2	0	2
1854	203837	296534	FUN_033429	CSNK2A2		73	72	77	76	73	72	71	71	73	73	71	71	0	0	0	0	0	0
1854	668416	669395	FUN_033438			68	67	68	67	68	67	68	68	69	69	68	68	0	0	0	0	0	0
1854	677156	699971	FUN_033439	CIAPIN1		71	70	76	75	71	70	71	71	70	70	72	72	2	0	2	0	0	0
1854	707249	754554	FUN_033440	TPX2		71	70	72	71	70	69	70	70	74	74	70	70	1	0	1	2	0	2
1854	759697	789588	FUN_033441	PSMG2		73	72	71	70	73	72	72	72	77	77	72	72	1	0	1	1	0	1
1199	1403761	1409712	FUN_021114			73	72	78	77	71	70	72	72	83	83	69	69	0	0	0	0	0	0
1854	1240528	1272057	FUN_033454			71	70	68	67	71	70	71	71	68	68	71	71	2	0	2	0	0	0
1854	1414498	1420343	FUN_033457			68	67	68	67	69	68	68	68	66	66	68	68	0	0	0	0	0	0
1854	1447721	1469201	FUN_033461			68	67	65	64	68	67	69	69	69	69	69	69	1	0	1	0	0	0
521	3112780	3112861	FUN_008150			83	82	0	0	0	0	71	71	0	0	0	0	0	0	0	0	0	0
1915	924589	924665	FUN_034897			47	46	0	0	0	0	48	48	0	0	0	0	0	0	0	0	0	0
859	1399306	1409570	FUN_014990	bre-3_6		62	61	81	80	58	57	59	59	76	76	55	55	0	0	0	0	0	0
1332	700537	702091	FUN_023563			81	80	84	83	81	80	77	77	79	79	77	77	0	0	0	0	0	0
2242	3411194	3411852	FUN_041455			69	68	68	67	71	70	59	59	63	63	56	56	0	0	0	0	0	0
769	3512922	3537295	FUN_013513			75	74	74	73	75	74	73	73	74	74	73	73	0	0	0	0	0	0
1854	1470742	1470814	FUN_033462			77	76	0	0	0	0	80	80	0	0	0	0	0	0	0	0	0	0
1854	1486648	1503608	FUN_033463			66	65	66	65	66	65	67	67	70	70	67	67	0	0	0	1	0	1
1854	1537281	1545452	FUN_033464			75	74	69	68	77	76	79	79	76	76	80	80	0	0	0	0	0	0
2327	837050	841558	FUN_043023			77	76	74	73	77	76	72	72	71	71	72	72	0	0	0	0	0	0
1877	178999	192150	FUN_033723			69	68	24	23	90	89	66	66	24	24	85	85	0	0	0	0	0	0
1854	1574147	1574726	FUN_033466			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1854	1587560	1589209	FUN_033467			60	59	60	59	0	0	62	62	62	62	0	0	0	0	0	0	0	0
1248	6727	49942	FUN_022084	LIM2		69	68	76	75	69	68	68	68	72	72	68	68	5	0	5	1	0	1
1854	1752495	1798689	FUN_033469			74	73	74	73	74	73	74	74	78	78	74	74	1	0	1	1	0	1
1879	115576	148220	FUN_033792	JMJD8		67	66	70	69	67	66	68	68	72	72	67	67	0	0	0	0	0	0
801	1117565	1117637	FUN_014088			54	53	0	0	0	0	37	37	0	0	0	0	0	0	0	0	0	0
2103	795520	799094	FUN_038812			75	74	66	65	76	75	70	70	67	67	70	70	0	0	0	1	0	1
850	167276	167348	FUN_014826			75	74	0	0	0	0	71	71	0	0	0	0	0	0	0	0	0	0
1854	1853434	1880255	FUN_033471			68	67	72	71	68	67	66	66	66	66	66	66	0	0	0	0	0	0
1854	2008209	2008820	FUN_033473			67	66	67	66	0	0	75	75	75	75	0	0	0	0	0	0	0	0
1502	2517339	2520675	FUN_027093	VWA2		58	57	61	60	58	57	64	64	65	65	64	64	0	0	0	0	0	0
1854	2039025	2041989	FUN_033474	MRPL36		70	69	69	68	70	69	73	73	82	82	71	71	0	0	0	0	0	0
1116	1578068	1578140	FUN_019438			78	77	0	0	0	0	91	91	0	0	0	0	0	0	0	0	0	0
1950	75133	75708	FUN_035650			74	73	74	73	0	0	60	60	60	60	0	0	0	0	0	0	0	0
1854	2078211	2180361	FUN_033476			68	67	26	25	70	69	69	69	26	26	71	71	4	0	4	0	0	0
1854	2201634	2205434	FUN_033478			82	81	82	81	0	0	78	78	77	77	0	0	0	0	0	0	0	0
1854	2236921	2258045	FUN_033480			70	69	69	68	70	69	70	70	73	73	70	70	0	0	0	0	0	0
1915	770434	772306	FUN_034890	MUC20_13		81	80	82	81	80	79	74	74	77	77	73	73	0	0	0	0	0	0
2349	397697	398258	FUN_046994			80	79	82	81	76	75	75	75	68	68	86	86	0	0	0	0	0	0
1854	2293033	2293452	FUN_033481			53	52	53	52	0	0	44	44	44	44	0	0	0	0	0	0	0	0
1854	2450023	2578409	FUN_033485	CBFA2T3		67	66	75	74	67	66	66	66	73	73	65	65	18	0	18	16	0	16
1854	2597969	2627100	FUN_033486	NFS1		71	70	74	73	71	70	70	70	72	72	70	70	0	0	0	0	0	0
1937	1484690	1484766	FUN_035391			81	80	0	0	0	0	74	74	0	0	0	0	0	0	0	0	0	0
110	46287	55157	FUN_001057			68	67	82	81	67	66	69	69	76	76	69	69	0	0	0	0	0	0
1854	2631295	2651976	FUN_033487			70	69	35	34	76	75	69	69	36	36	75	75	0	0	0	0	0	0
1728	624062	659491	FUN_031044	PDPK1		73	72	73	72	73	72	72	72	74	74	72	72	0	0	0	0	0	0
1855	174688	174760	FUN_033491			8	7	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0
1857	87	38250	FUN_033493			51	50	44	43	52	51	35	35	28	28	36	36	0	0	0	0	0	0
1857	47940	66244	FUN_033494			28	27	25	24	28	27	21	21	18	18	21	21	0	0	0	0	0	0
1858	7123	11406	FUN_033495			25	24	44	43	23	22	19	19	33	33	17	17	0	0	0	0	0	0
1466	1316651	1316723	FUN_026720			59	58	0	0	0	0	72	72	0	0	0	0	0	0	0	0	0	0
532	38452	46110	FUN_008299			332	329	318	315	340	337	337	339	318	320	349	351	0	0	0	0	0	0
1859	33726	34760	FUN_033496			75	74	70	69	78	77	65	65	67	67	63	63	0	0	0	0	0	0
971	292135	516659	FUN_016748			65	64	73	72	64	63	64	64	69	69	64	64	1	0	1	5	0	5
1695	1292760	1334588	FUN_030438	GLUD1_5		70	69	73	72	70	69	70	70	69	69	70	70	0	0	0	0	0	0
1979	1851145	1851217	FUN_036546			72	71	0	0	0	0	72	72	0	0	0	0	0	0	0	0	0	0
2342	2399500	2401600	FUN_043800			76	75	77	76	73	72	78	78	80	80	73	73	0	0	0	0	0	0
762	8598	8685	FUN_013355			84	83	0	0	0	0	90	90	0	0	0	0	0	0	0	0	0	0
1859	383285	402407	FUN_033504			70	69	72	71	69	68	66	66	67	67	66	66	0	0	0	0	0	0
477	80009	249816	FUN_007473	CMD1_1		66	65	70	69	66	65	65	65	66	66	65	65	2	0	2	7	0	7
2173	832751	833527	FUN_039903			72	71	66	65	76	75	78	78	77	77	78	78	0	0	0	0	0	0
1859	643836	643913	FUN_033506			71	70	0	0	0	0	86	86	0	0	0	0	0	0	0	0	0	0
2350	760596	785341	FUN_044832	SPATA17		69	68	67	66	69	68	68	68	67	67	68	68	0	0	0	0	0	0
1859	651236	651303	FUN_033507			77	76	0	0	0	0	69	69	0	0	0	0	0	0	0	0	0	0
1859	654564	733515	FUN_033508			60	59	74	73	60	59	58	58	74	74	57	57	5	0	5	0	0	0
1859	816110	817637	FUN_033511			84	83	83	82	84	83	77	77	77	77	78	78	0	0	0	0	0	0
1859	1043330	1141049	FUN_033515	ERCC2		63	62	34	33	65	64	62	62	34	34	63	63	11	2	9	4	0	4
1861	6699	8831	FUN_033524			190	188	193	191	188	186	224	225	226	227	222	223	0	0	0	0	0	0
1070	3489189	3517663	FUN_018661	METTL18		68	67	76	75	68	67	68	68	80	80	68	68	1	0	1	0	0	0
379	670519	670591	FUN_005604			72	71	0	0	0	0	79	79	0	0	0	0	0	0	0	0	0	0
1493	2074675	2075409	FUN_026983			67	66	72	71	64	63	69	69	81	81	64	64	0	0	0	0	0	0
1863	203616	204017	FUN_033531			85	84	84	83	0	0	81	81	81	81	0	0	0	0	0	0	0	0
917	72435	76010	FUN_015971			70	69	63	62	71	70	73	73	67	67	74	74	0	0	0	0	0	0
1863	290640	290713	FUN_033534			72	71	0	0	0	0	76	76	0	0	0	0	0	0	0	0	0	0
2346	917308	919382	FUN_044235			62	61	67	66	61	60	61	61	63	63	61	61	0	0	0	0	0	0
1866	372	3361	FUN_033537			70	69	81	80	68	67	68	68	67	67	69	69	0	0	0	0	0	0
1868	96915	96990	FUN_033540			84	83	0	0	0	0	67	67	0	0	0	0	0	0	0	0	0	0
1868	126118	126854	FUN_033541			81	80	78	77	85	84	77	77	76	76	78	78	0	0	0	0	0	0
1868	129484	130886	FUN_033542			78	77	75	74	90	89	77	77	77	77	79	79	0	0	0	0	0	0
1868	138014	140463	FUN_033543			76	75	72	71	77	76	72	72	67	67	73	73	0	0	0	0	0	0
1868	158219	158292	FUN_033544			72	71	0	0	0	0	73	73	0	0	0	0	0	0	0	0	0	0
1868	306246	307020	FUN_033551			64	63	58	57	75	74	71	71	64	64	83	83	0	0	0	0	0	0
2169	176501	195511	FUN_039817	MOB1B		75	74	80	79	75	74	73	73	75	75	73	73	0	0	0	0	0	0
217	1399617	1421613	FUN_002810	EAF1		67	66	66	65	67	66	67	67	69	69	67	67	0	0	0	0	0	0
1491	811725	925589	FUN_026931	Mlc1_3		59	58	74	73	58	57	58	58	75	75	58	58	10	0	10	1	0	1
1868	308775	312317	FUN_033552			58	57	75	74	56	55	52	52	60	60	50	50	1	0	1	0	0	0
1225	1534045	1534365	FUN_021619			66	65	66	65	0	0	72	72	71	71	0	0	0	0	0	0	0	0
1868	403158	436143	FUN_033556			68	67	38	37	72	71	68	68	39	39	72	72	0	0	0	0	0	0
1868	445747	445818	FUN_033557			66	65	0	0	0	0	82	82	0	0	0	0	0	0	0	0	0	0
1868	570104	666070	FUN_033560			51	50	69	68	51	50	50	50	71	71	50	50	4	0	4	1	0	1
1868	670490	740394	FUN_033563			65	64	70	69	65	64	64	64	70	70	63	63	0	0	0	1	0	1
1868	1362127	1362194	FUN_033577			80	79	0	0	0	0	72	72	0	0	0	0	0	0	0	0	0	0
1869	41069	51268	FUN_033580			72	71	83	82	71	70	68	68	71	71	68	68	0	0	0	1	0	1
1477	113788	130931	FUN_026859	PIK3AP1_9		69	68	80	79	68	67	67	67	78	78	65	65	0	0	0	0	0	0
1869	123659	207475	FUN_033582	USP25		71	70	71	70	71	70	70	70	71	71	70	70	2	0	2	1	0	1
577	1544855	1544926	FUN_009366			59	58	0	0	0	0	54	54	0	0	0	0	0	0	0	0	0	0
467	132474	132546	FUN_007130			86	85	0	0	0	0	80	80	0	0	0	0	0	0	0	0	0	0
1869	214680	218463	FUN_033583			74	73	46	45	79	78	70	70	42	42	75	75	2	0	2	0	0	0
1869	230736	234832	FUN_033584			78	77	79	78	78	77	77	77	76	76	77	77	0	0	0	0	0	0
2353	816092	816580	FUN_045141			96	95	95	94	0	0	89	89	89	89	0	0	0	0	0	0	0	0
1070	2118898	2120055	FUN_018623			56	55	44	43	62	61	63	63	52	52	69	69	0	0	0	0	0	0
676	2465054	2465127	FUN_011539			76	75	0	0	0	0	77	77	0	0	0	0	0	0	0	0	0	0
1869	261509	262216	FUN_033586			69	68	69	68	0	0	76	76	76	76	0	0	0	0	0	0	0	0
1869	308598	308675	FUN_033588			79	78	0	0	0	0	110	110	0	0	0	0	0	0	0	0	0	0
272	638314	638571	FUN_003557			64	63	63	62	0	0	60	60	60	60	0	0	0	0	0	0	0	0
1869	389142	389381	FUN_033592			75	74	74	73	0	0	75	75	75	75	0	0	0	0	0	0	0	0
1869	418600	422412	FUN_033593			21	20	24	23	21	20	17	17	17	17	17	17	11	0	11	0	0	0
749	1894192	1902081	FUN_013197			64	63	72	71	64	63	67	67	71	71	67	67	0	0	0	2	0	2
2110	237542	308948	FUN_038836	HHIPL1_1		66	65	71	70	66	65	67	67	76	76	67	67	2	0	2	0	0	0
2271	1468435	1468764	FUN_041989			81	80	80	79	0	0	80	80	79	79	0	0	0	0	0	0	0	0
2261	2357820	2359038	FUN_041872			51	50	51	50	53	52	44	44	43	43	47	47	0	0	0	0	0	0
1869	426866	427958	FUN_033595			9	8	11	10	9	8	9	9	10	10	9	9	0	0	0	0	0	0
709	268993	292538	FUN_012198			71	70	77	76	71	70	67	67	77	77	67	67	0	0	0	0	0	0
1869	483852	484232	FUN_033596			85	84	84	83	0	0	82	82	82	82	0	0	0	0	0	0	0	0
1928	305344	319474	FUN_035239			55	54	53	52	55	54	54	54	50	50	54	54	5	0	5	0	0	0
770	1238048	1310934	FUN_013672	MSH6		71	70	73	72	71	70	69	69	71	71	69	69	10	1	9	6	0	6
1869	549026	552359	FUN_033599			54	53	61	60	53	52	49	49	58	58	48	48	0	0	0	0	0	0
1869	845176	845564	FUN_033606			86	85	85	84	94	93	66	66	68	68	55	55	0	0	0	0	0	0
325	790877	857905	FUN_004478	BEST2_2		68	67	61	60	68	67	67	67	61	61	67	67	3	0	3	1	0	1
2074	287839	293177	FUN_038304	KCNK9_5		69	68	78	77	67	66	65	65	59	59	66	66	0	0	0	0	0	0
1869	873393	876913	FUN_033607	IGSF10_1		50	49	58	57	48	47	51	51	59	59	50	50	0	0	0	0	0	0
968	206008	207023	FUN_016692			63	62	65	64	62	61	71	71	71	71	70	70	0	0	0	0	0	0
1869	919847	919929	FUN_033608			62	61	0	0	0	0	64	64	0	0	0	0	0	0	0	0	0	0
1910	992025	1000414	FUN_034663			60	59	66	65	60	59	59	59	64	64	58	58	0	0	0	0	0	0
1953	5787058	5937289	FUN_035810			67	66	35	34	72	71	67	67	35	35	72	72	4	0	4	8	0	8
1869	920228	920553	FUN_033609			74	73	74	73	74	73	72	72	72	72	70	70	0	0	0	0	0	0
1869	969759	969831	FUN_033610			64	63	0	0	0	0	65	65	0	0	0	0	0	0	0	0	0	0
1869	1446505	1447280	FUN_033619			64	63	55	54	68	67	65	65	61	61	66	66	0	0	0	0	0	0
1869	1486173	1487450	FUN_033620			73	72	73	72	0	0	80	80	80	80	0	0	0	0	0	0	0	0
746	6827321	6827393	FUN_013047			47	46	0	0	0	0	59	59	0	0	0	0	0	0	0	0	0	0
1869	1617393	1617466	FUN_033624			79	78	0	0	0	0	63	63	0	0	0	0	0	0	0	0	0	0
1869	1828431	1830179	FUN_033626			52	51	42	41	69	68	46	46	36	36	61	61	1	1	0	0	0	0
152	460730	489456	FUN_001685	TUBA3D_1		75	74	71	70	75	74	72	72	75	75	72	72	0	0	0	0	0	0
2008	2013473	2018845	FUN_036990	BIRC2_55		61	60	78	77	56	55	59	59	69	69	56	56	0	0	0	0	0	0
1869	2366957	2368311	FUN_033631			88	87	83	82	90	89	88	88	88	88	88	88	0	0	0	0	0	0
1956	4053523	4088830	FUN_035976	BZW2		73	72	77	76	72	71	72	72	73	73	72	72	0	0	0	0	0	0
1869	2392491	2392564	FUN_033632			68	67	0	0	0	0	72	72	0	0	0	0	0	0	0	0	0	0
176	478269	518112	FUN_001951			69	68	72	71	69	68	68	68	70	70	68	68	0	0	0	34	0	34
2354	1107351	1107417	FUN_045231			69	68	0	0	0	0	63	63	0	0	0	0	0	0	0	0	0	0
1869	2520842	2523544	FUN_033635			71	70	56	55	74	73	77	77	83	83	77	77	0	0	0	0	0	0
2345	52071	52143	FUN_044155			16	15	0	0	0	0	20	20	0	0	0	0	0	0	0	0	0	0
1869	2525629	2530037	FUN_033636			70	69	76	75	69	68	68	68	73	73	68	68	0	0	0	0	0	0
1869	2650684	2652861	FUN_033641			77	76	76	75	78	77	72	72	60	60	74	74	0	0	0	0	0	0
1869	2653677	2656517	FUN_033642			62	61	72	71	58	57	56	56	64	64	53	53	0	0	0	0	0	0
350	325699	326282	FUN_004950	FMO5_3		79	78	79	78	82	81	66	66	64	64	78	78	0	0	0	0	0	0
170	1935173	1956362	FUN_001895			74	73	39	38	76	75	75	75	39	39	76	76	0	0	0	0	0	0
1869	2681721	2681797	FUN_033643			89	88	0	0	0	0	74	74	0	0	0	0	0	0	0	0	0	0
1929	694817	695434	FUN_035247			78	77	79	78	75	74	74	74	69	69	81	81	0	0	0	0	0	0
1869	2686267	2691367	FUN_033644	AEBP1_2		68	67	77	76	64	63	72	72	74	74	71	71	0	0	0	0	0	0
1869	2707518	2718518	FUN_033646			65	64	74	73	64	63	61	61	68	68	60	60	0	0	0	0	0	0
1869	2726053	2727624	FUN_033647			59	58	46	45	62	61	64	64	48	48	67	67	1	0	1	1	0	1
859	1381659	1381829	FUN_014989			91	90	90	89	0	0	80	80	79	79	0	0	0	0	0	0	0	0
1869	2744776	2770551	FUN_033649	aebp1		70	69	69	68	70	69	69	69	69	69	69	69	0	0	0	0	0	0
651	197609	198952	FUN_011102			83	82	84	83	83	82	82	82	77	77	85	85	0	0	0	0	0	0
470	237770	241329	FUN_007345			2	1	2	1	2	1	15	15	14	14	17	17	1	1	0	0	0	0
200	40979	42210	FUN_002388			78	77	72	71	79	78	73	73	79	79	71	71	0	0	0	0	0	0
1978	52276	90996	FUN_036497	GAL3ST1_12		67	66	42	41	69	68	66	66	38	38	68	68	0	0	0	0	0	0
1869	2849346	2894720	FUN_033651			68	67	76	75	68	67	67	67	71	71	66	66	1	0	1	0	0	0
1869	2957321	2957394	FUN_033654			70	69	0	0	0	0	81	81	0	0	0	0	0	0	0	0	0	0
1877	377634	381202	FUN_033732			64	63	62	61	64	63	61	61	80	80	60	60	0	0	0	0	0	0
206	33648	89422	FUN_002593			85	84	93	92	84	83	82	82	87	87	81	81	2	0	2	0	0	0
1869	2980250	2981167	FUN_033655			60	59	47	46	88	87	57	57	43	43	89	89	0	0	0	0	0	0
2226	127410	127477	FUN_041078			78	77	0	0	0	0	74	74	0	0	0	0	0	0	0	0	0	0
78	533252	581072	FUN_000376			67	66	63	62	67	66	65	65	64	64	65	65	1	0	1	0	0	0
1869	3049074	3049148	FUN_033657			91	90	0	0	0	0	63	63	0	0	0	0	0	0	0	0	0	0
2338	874214	881797	FUN_043590			60	59	64	63	59	58	59	59	61	61	59	59	0	0	0	0	0	0
1869	3069263	3108142	FUN_033658			72	71	39	38	75	74	71	71	42	42	74	74	0	0	0	0	0	0
1419	153675	170841	FUN_025389			62	61	78	77	60	59	59	59	72	72	57	57	8	0	8	0	0	0
1871	1401	138947	FUN_033659			70	69	34	33	73	72	69	69	33	33	72	72	0	0	0	2	0	2
1561	775324	808942	FUN_028108	ARRDC3		74	73	73	72	74	73	71	71	72	72	71	71	0	0	0	0	0	0
1874	332207	344220	FUN_033667	KIF21B_2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1695	6892219	6918131	FUN_030579			75	74	83	82	75	74	74	74	82	82	74	74	0	0	0	0	0	0
779	10295	10928	FUN_013787			71	70	73	72	67	66	73	73	75	75	69	69	0	0	0	0	0	0
1874	364120	380564	FUN_033669			126	125	127	126	126	125	114	114	112	112	114	114	0	0	0	0	0	0
1874	442347	502635	FUN_033670			70	69	37	36	71	70	66	66	35	35	67	67	2	0	2	8	0	8
2365	922396	966846	FUN_046523	TMC7_2		68	67	69	68	68	67	67	67	72	72	66	66	0	0	0	0	0	0
1876	1010	1083	FUN_033672			74	73	0	0	0	0	91	91	0	0	0	0	0	0	0	0	0	0
1876	96391	131853	FUN_033674	STOML2		67	66	62	61	67	66	64	64	63	63	64	64	0	0	0	0	0	0
1876	166657	194026	FUN_033675	ACT1		63	62	39	38	66	65	64	64	40	40	66	66	0	0	0	0	0	0
1876	475980	477628	FUN_033682			46	45	47	46	44	43	49	49	49	49	45	45	0	0	0	0	0	0
1876	527685	534460	FUN_033684			60	59	79	78	58	57	63	63	59	59	63	63	0	0	0	0	0	0
1876	534850	538522	FUN_033685			71	70	50	49	76	75	67	67	47	47	72	72	0	0	0	0	0	0
2039	816078	816404	FUN_037309			67	66	67	66	0	0	75	75	74	74	0	0	0	0	0	0	0	0
1876	936194	936273	FUN_033690			71	70	0	0	0	0	76	76	0	0	0	0	0	0	0	0	0	0
1155	966965	967031	FUN_020287			38	37	0	0	0	0	44	44	0	0	0	0	0	0	0	0	0	0
1876	949225	949548	FUN_033691			77	76	77	76	69	68	76	76	76	76	80	80	0	0	0	0	0	0
698	344152	348053	FUN_011979			71	70	77	76	64	63	70	70	72	72	68	68	1	0	1	0	0	0
